,temperature,pressure,z_carbon dioxide,z_hydrogen,z_nitrogen,z_argon,z_methane,z_oxygen,z_carbon monoxide,z_hydrogen sulfide
11781,280.0,57.88941453472666,0.98,0.0082265201045087,0.0074981249813925,0.0,0.0011315097552597,0.003143845158839,0.0,0.0
4791,275.0,63.26192490078133,0.9500000000000002,0.018906108017535,0.0022674691696402,0.0,0.0,0.0078288903707999,0.0,0.0209975324420248
14601,235.0,15.614455806893234,0.98,0.0,0.01,0.0,0.0,0.0,0.01,0.0
9920,215.0,14.315855292034342,0.9600000000000002,0.0,0.0231480605519119,0.0,0.0,0.0059228408958504,0.0002832581707493,0.0106458403814883
8068,260.0,27.99218787355519,0.9800000000000002,0.0023490924837335,0.0014384260881545,0.0024760134139924,0.0132524367690595,0.0,0.0004840312450599,0.0
3388,250.0,19.62284073776534,0.97,0.0,0.0,0.0,0.0,0.0,0.0033574531965251,0.0266425468034748
6642,220.0,20.714037540310027,0.9700000000000002,0.0020558406896235,0.0,0.0006119193260312,0.0104108785148232,0.0115955405686639,0.005325820900858,0.0
3130,220.0,47.50743932189933,0.9800000000000004,0.0167305950184544,0.0,0.0,0.0,0.0010822452684579,0.0012635063735873,0.0009236533395001
8970,225.0,19.30235497141793,0.97,0.0,0.000483572647257,0.0,0.0,0.029516427352743,0.0,0.0
10871,215.0,50.20306598592806,0.95,0.0161563323497004,0.0,0.0,0.0338436676502996,0.0,0.0,0.0
8655,265.0,45.012059043983065,0.97,0.0190963643675511,0.0,0.0036144605811676,0.0007595692083829,0.0004556347188307,0.0060739711240675,0.0
5341,255.0,32.13922925967929,0.9800000000000002,0.0027900659947176,0.0051896876334928,0.0031479159606157,0.0,0.0064401637300932,0.0,0.0024321666810805
4256,205.0,3.390375518628752,0.99,0.0029715201844185,0.0,0.0,0.0045889927616255,0.0024394870539559,0.0,0.0
16839,285.0,54.54130572493781,0.95,0.0,0.01,0.03,0.0,0.0,0.0,0.01
7881,265.0,37.05508052438135,0.98,0.0087770567657829,0.0,0.0,0.0,0.0,0.0,0.011222943234217
